             10
        2.15443       2.15443       2.15443
    -1.0317    0.5740    0.4120    0.3235    0.1925    1.1670
    -0.4170   -0.3481   -0.4766    0.1726   -0.2157    1.4932
     0.8226   -0.2072    0.1035   -0.6576    1.1501    0.1256
    -0.8969   -0.7507    1.0302   -2.7248   -1.2760   -0.0864
     0.4339    0.5571    0.2285    0.9778   -0.5131    0.9002
     0.0592    0.6086   -0.6608    0.5931    0.4542   -1.4038
     0.9180    1.0421   -0.5615    0.1057   -0.4901   -1.6625
     0.1727   -1.0454   -0.6498    1.5417   -0.1561    0.0336
     0.8489    1.0057    0.8031    0.5621    1.0202    0.8015
     0.1378   -0.3490    0.7243   -0.8939   -0.1659   -1.3684
