             13
        6.58281       6.58281       6.58281
     0.3213    1.4165    0.6765    0.2762    0.2746    1.2845
     0.2955   -0.5026    0.9604    0.1334   -0.1116    1.5932
    -0.4108    2.5790    3.0522   -0.6522    1.1807    0.2991
    -0.7673    1.9204    0.1902   -2.6082   -1.1149    0.0984
     0.4479    2.8016   -2.8238    0.8954   -0.3930    1.0320
    -2.7178   -3.1583    2.1896    0.5314    0.5222   -1.1481
     1.8311    2.4357    3.1507    0.0701   -0.3713   -1.3929
     1.9693   -0.2536    1.8467    1.4289   -0.0552    0.2120
    -2.5128    0.9211   -2.3477    0.5020    1.0579    0.9387
     2.9272    0.1438   -0.5618   -0.8757   -0.0645   -1.1147
    -1.5499    1.8052   -0.2887   -0.1110   -1.3994   -0.2548
     0.4505   -3.1677    0.7744    0.2493   -0.1142   -0.2061
     0.7379    0.7698    2.9211    0.1604    0.5886   -1.3413
