             17
        7.52773       7.52773       7.52773
     0.3674    1.6199    0.7736    0.5264    0.2154    1.2154
     0.3379   -0.5747    1.0982    0.3906   -0.1519    1.5090
    -0.4698    2.9492    3.4903   -0.3565    1.0772    0.2782
    -0.8774    2.1960    0.2175   -2.2168   -1.1061    0.0874
     0.5122    3.2038   -3.2291    1.1152   -0.4195    0.9753
    -3.1080   -3.6117    2.5039    0.7690    0.4509   -1.0981
     2.0939    2.7854    3.6029    0.3304   -0.3988   -1.3309
     2.2520   -0.2900    2.1117    1.6227   -0.0983    0.1954
    -2.8735    1.0533   -2.6847    0.7411    0.9603    0.8865
     3.3474    0.1645   -0.6424   -0.5692   -0.1071   -1.0663
    -1.7724    2.0644   -0.3301    0.1581   -1.3767   -0.2485
     0.5151   -3.6224    0.8855    0.5008   -0.1544   -0.2022
     0.8438    0.8802    3.3404    0.4162    0.5140   -1.2818
     1.3687   -1.0576   -0.4740   -1.0120   -0.8198   -0.6299
     1.4877   -3.3105    1.2554   -1.5145    0.7858    0.4636
     1.2845   -2.1802   -2.7933    0.3937    1.3646   -0.1004
    -1.3894   -1.0259    0.5284   -1.2953   -0.7357    0.3470
