             33
       10.48809      10.48809      10.48809
     0.5120    2.2569    1.0778    0.4139    0.2789    1.4135
     0.4707   -0.8007    1.5301    0.2701   -0.1101    1.7244
    -0.6546    4.1090    4.8629   -0.5212    1.1916    0.4209
    -1.2225    3.0596    0.3030   -2.4913   -1.1206    0.2189
     0.7137    4.4637   -4.4990    1.0375   -0.3935    1.1592
    -4.3302   -5.0320    3.4886    0.6709    0.5283   -1.0367
     2.9173    3.8807    5.0198    0.2063   -0.3716   -1.2832
     3.1376   -0.4040    2.9422    1.5749   -0.0533    0.3332
    -4.0036    1.4675   -3.7405    0.6413    1.0678    1.0652
     4.6637    0.2291   -0.8950   -0.7464   -0.0627   -1.0030
    -2.4694    2.8762   -0.4599    0.0239   -1.4072   -0.1370
     0.7177   -5.0470    1.2338    0.3868   -0.1127   -0.0878
     1.1757    1.2264    4.6541    0.2972    0.5952   -1.2313
     1.9069   -1.4735   -0.6604   -1.2154   -0.8174   -0.5408
     2.0728   -4.6124    1.7491   -1.7475    0.8830    0.6173
     1.7897   -3.0375   -3.8918    0.2734    1.4960    0.0199
    -1.9358   -1.4294    0.7362   -1.5154   -0.7284    0.4937
    -0.6440    5.1221   -4.1738    0.3617   -0.6679   -0.3004
    -3.0533   -3.5522    1.6058    1.1972    0.7024    0.3563
    -2.5875   -0.3533   -2.6805    1.4437    0.6653    1.7422
    -5.1948    1.8650   -2.4122   -1.1045   -0.9907    0.4443
    -3.7948   -3.1823   -1.3768   -0.1027   -0.2558   -0.0642
     3.3666   -4.2256    3.5444    0.4144   -1.7419    0.1456
    -4.2362    4.9972   -0.3288    0.6755   -0.6309    0.1190
     5.0003    1.0996    2.5094   -0.8671    0.8833   -1.1646
    -4.8330   -2.2779   -3.9834    0.1748   -1.0770   -1.3406
    -2.1381   -3.9988   -1.9090   -0.4212   -0.1988    0.1976
    -0.8992   -4.5713    2.0187    0.7653   -1.3524   -0.3159
     0.6985   -2.4606    0.2438    0.2725    0.8290    0.1758
    -4.2588    0.7965    4.5025   -0.2968    1.3718   -1.3237
    -1.9029    1.7558   -3.8617   -0.2469   -0.4937   -0.1263
     2.2689   -2.2087   -3.3227   -0.6426    0.4457   -0.2212
     0.9074   -5.0332    3.4499    0.8178    1.6485   -0.4702
