    24
    6.92820   6.92820   6.92820
   -0.60095  -3.29696   1.87690   0.11353   0.49164  -1.83939
   -0.69464   3.09289   0.10918  -0.10351  -0.17913   0.17752
    1.11090   3.33226   3.24981  -0.23817  -1.43425  -0.85528
    2.94590   3.22961   1.73759  -0.69703   0.62248  -0.38030
    0.31501  -2.88010   2.67826  -0.31454   1.16744  -0.02813
    0.23869   3.36284   1.06254   0.24646  -2.09371  -0.02922
    2.18639   1.63881   3.31873   0.26120   0.53592   0.45817
    3.40557  -1.72705   5.76890   1.06024   1.43691   1.04283
   -1.44339  -2.06601   0.62684  -1.75692  -0.19083   0.39783
   -3.29400   2.33418   5.91754   1.07658  -0.14595   0.85081
    2.48137   2.08511   4.30740  -0.08352  -1.47734  -1.35780
   -0.98112  -0.56705   3.56203  -0.25060  -0.71621   1.13649
   -2.65399  -2.69061   5.32931   0.13471   0.25736  -0.35798
    3.38608   0.46948   5.30470  -0.61842   1.76562   0.24049
   -3.32820   1.73501   4.97034   0.26260  -1.28948   0.13370
    2.99991   1.24778   6.38625   0.77697   0.47896  -0.03877
    2.68312   1.84000   1.77907   0.57758  -1.88965   0.83102
    1.15068  -3.39932   4.37120   0.76272   0.72663  -0.30645
   -1.28594   2.74489   0.93715  -0.26279  -0.08404  -0.30773
   -2.21263  -2.96000   1.01747   0.23572   0.56912  -0.37841
    3.41587   2.67071   1.03486  -0.00798   0.44247  -0.94142
   -2.09205   2.62554   5.37789  -0.97154  -0.12687  -0.40279
    2.30447   2.69628   1.16003   0.37691  -0.15774   1.93491
   -3.43022  -0.57928   5.68790  -0.58013   1.29074   0.01976
