             13
        4.65475       4.65475       4.65475
     0.2272    1.0016    0.4783    0.3088    0.3070    1.4361
     0.2089   -0.3554    0.6791    0.1492   -0.1248    1.7813
    -0.2905    1.8236    2.1582   -0.7291    1.3201    0.3344
    -0.5425    1.3579    0.1345   -2.9161   -1.2465    0.1101
     0.3167    1.9810   -1.9967    1.0010   -0.4394    1.1539
    -1.9218   -2.2333    1.5483    0.5941    0.5839   -1.2836
     1.2948    1.7223    2.2279    0.0784   -0.4151   -1.5573
     1.3925   -0.1793    1.3058    1.5976   -0.0618    0.2370
    -1.7768    0.6513   -1.6601    0.5613    1.1828    1.0495
     2.0698    0.1017   -0.3972   -0.9791   -0.0721   -1.2462
     0.8463   -0.6540   -0.2931   -0.1241   -1.5646   -0.2849
     0.3185   -2.2399    0.5476    0.2787   -0.1277   -0.2304
     0.5218    0.5443    2.0655    0.1793    0.6581   -1.4996
