             16
        7.30297       7.30297       7.30297
     0.3565    1.5715    0.7505    0.4497    0.1711    1.2491
     0.3278   -0.5575    1.0655    0.3126   -0.1998    1.5455
    -0.4558    2.8611    3.3861   -0.4417    1.0412    0.3028
    -0.8512    2.1305    0.2110   -2.3200   -1.1632    0.1102
     0.4969    3.1081   -3.1327    1.0443   -0.4700    1.0067
    -3.0152   -3.5038    2.4291    0.6947    0.4088   -1.0868
     2.0314    2.7022    3.4953    0.2519   -0.4491   -1.3219
     2.1848   -0.2813    2.0487    1.5566   -0.1457    0.2192
    -2.7877    1.0218   -2.6046    0.6665    0.9232    0.9170
     3.2474    0.1596   -0.6232   -0.6564   -0.1546   -1.0547
    -1.7194    2.0027   -0.3202    0.0779   -1.4364   -0.2290
     0.4998   -3.5143    0.8591    0.4239   -0.2023   -0.1822
     0.8186    0.8540    3.2407    0.3385    0.4726   -1.2723
     1.3278   -1.0260   -0.4598   -1.1035   -0.8742   -0.6141
     1.4433   -3.2117    1.2179   -1.6109    0.7470    0.4900
     1.2462   -2.1151   -2.7099    0.3158    1.3314   -0.0795
